id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
Imagine Dragons|||Thunder|||1|||2,Imagine Dragons,Thunder,"Thunder, feel the thunder (Thunder, thunder, thun—)
Lightning, then the thunder (Thunder, th-th-thunder, thunder)
Thunder, feel the thunder (Thunder, thunder, thun—, thun—)
Lightning, then the thunder, thunder, thunder (Th-th-thunder)
Thunder (Thun—, thun—)",Imagine Dragons|||Thunder|||1,2,approval,annoyance,excitement,"[{'label': 'neutral', 'score': 0.9692776799201965}, {'label': 'approval', 'score': 0.011820754036307335}, {'label': 'annoyance', 'score': 0.006624386180192232}, {'label': 'excitement', 'score': 0.006421424448490143}, {'label': 'realization', 'score': 0.005878010764718056}, {'label': 'joy', 'score': 0.0039854394271969795}]"
Imagine Dragons|||Thunder|||1|||3,Imagine Dragons,Thunder,"Kids were laughing in my classes
While I was scheming for the masses
Who do you think you are?
Dreaming 'bout being a big star
They say: ""You're basic,"", they say: ""You're easy""
You're always riding in the backseat
Now I'm smiling from the stage
While you were clapping in the nosebleeds",Imagine Dragons|||Thunder|||1,3,joy,amusement,excitement,"[{'label': 'neutral', 'score': 0.41707944869995117}, {'label': 'joy', 'score': 0.32679274678230286}, {'label': 'amusement', 'score': 0.249184712767601}, {'label': 'excitement', 'score': 0.03855634480714798}, {'label': 'approval', 'score': 0.018683629110455513}, {'label': 'curiosity', 'score': 0.01609905995428562}]"
Imagine Dragons|||Thunder|||1|||4,Imagine Dragons,Thunder,"Thunder, feel the thunder
Lightning, then the thunder, thunder",Imagine Dragons|||Thunder|||1,4,approval,annoyance,excitement,"[{'label': 'neutral', 'score': 0.9639304876327515}, {'label': 'approval', 'score': 0.011002425104379654}, {'label': 'annoyance', 'score': 0.007769677322357893}, {'label': 'excitement', 'score': 0.007462186273187399}, {'label': 'realization', 'score': 0.00607884768396616}, {'label': 'fear', 'score': 0.005345007870346308}]"
Imagine Dragons|||Thunder|||1|||5,Imagine Dragons,Thunder,"Thunder, feel the thunder (Thunder, thunder, thun—)
Lightning, then the thunder, thunder (Thunder, th-th-thunder, thunder)
Thunder, feel the thunder (Thunder, thunder, thun—, thun—)
Lightning, then the thunder, thunder (Th-th-thunder)
Thunder, feel the thunder (Thunder, thunder, thun—)
(Never give up, never give up)
Lightning, then the thunder, thunder (Thunder, th-th-thunder, thunder)
(Never give up on your dreams)
Thunder, feel the thunder (Thunder, thunder, thun—, thun—)
(Never give up, never give up)
Lightning, then the thunder, thunder (Th-th-thunder)
(Never give up on your dreams)",Imagine Dragons|||Thunder|||1,5,approval,annoyance,realization,"[{'label': 'neutral', 'score': 0.9678202271461487}, {'label': 'approval', 'score': 0.01605505496263504}, {'label': 'annoyance', 'score': 0.006917186547070742}, {'label': 'realization', 'score': 0.0064527783542871475}, {'label': 'optimism', 'score': 0.0044641331769526005}, {'label': 'caring', 'score': 0.0038764660712331533}]"
Imagine Dragons|||Thunder|||1|||6,Imagine Dragons,Thunder,"Thunder, thunder, thun—
Thunder, th-th-thunder, thunder
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder
(Woah-oh-ohh)
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder
(Woah-oh-ohh)
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder
<\Lyric>```",Imagine Dragons|||Thunder|||1,6,excitement,surprise,amusement,"[{'label': 'neutral', 'score': 0.9248812198638916}, {'label': 'excitement', 'score': 0.027714019641280174}, {'label': 'surprise', 'score': 0.013560853898525238}, {'label': 'amusement', 'score': 0.011048569343984127}, {'label': 'joy', 'score': 0.010575243271887302}, {'label': 'realization', 'score': 0.009831095114350319}]"
Imagine Dragons|||Demons|||2|||0,Imagine Dragons,Demons,"```
<Artist name> Imagine Dragons <\Artist>
<Song title> Demons <\Song title>
<Lyric> 
When the days are cold and the cards all fold
And the saints we see are all made of gold
When your dreams all fail and the ones we hail
Are the worst of all, and the blood's run stale",Imagine Dragons|||Demons|||2,0,annoyance,disgust,disappointment,"[{'label': 'neutral', 'score': 0.33269840478897095}, {'label': 'annoyance', 'score': 0.29168346524238586}, {'label': 'disgust', 'score': 0.216194286942482}, {'label': 'disappointment', 'score': 0.13790522515773773}, {'label': 'sadness', 'score': 0.03721919283270836}, {'label': 'disapproval', 'score': 0.03356742113828659}]"
Imagine Dragons|||Demons|||2|||1,Imagine Dragons,Demons,"I wanna hide the truth, I wanna shelter you
But with the beast inside, there's nowhere we can hide
No matter what we breed, we still are made of greed
This is my kingdom come, this is my kingdom come",Imagine Dragons|||Demons|||2,1,caring,approval,desire,"[{'label': 'neutral', 'score': 0.5785131454467773}, {'label': 'caring', 'score': 0.10568747669458389}, {'label': 'approval', 'score': 0.09935376793146133}, {'label': 'desire', 'score': 0.07578186690807343}, {'label': 'annoyance', 'score': 0.02372593618929386}, {'label': 'optimism', 'score': 0.02004491351544857}]"
Imagine Dragons|||Demons|||2|||2,Imagine Dragons,Demons,"When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close, it's dark inside
It's where my demons hide, it's where my demons hide",Imagine Dragons|||Demons|||2,2,approval,fear,annoyance,"[{'label': 'neutral', 'score': 0.6293124556541443}, {'label': 'approval', 'score': 0.05998575687408447}, {'label': 'fear', 'score': 0.04841297119855881}, {'label': 'annoyance', 'score': 0.046319641172885895}, {'label': 'anger', 'score': 0.02839592471718788}, {'label': 'realization', 'score': 0.02689635381102562}]"
Imagine Dragons|||Demons|||2|||3,Imagine Dragons,Demons,"At the curtain's call it's the last of all
When the lights fade out, all the sinners crawl
So they dug your grave and the masquerade
Will come calling out at the mess you've made",Imagine Dragons|||Demons|||2,3,annoyance,disgust,approval,"[{'label': 'neutral', 'score': 0.9006954431533813}, {'label': 'annoyance', 'score': 0.040563732385635376}, {'label': 'disgust', 'score': 0.014624359086155891}, {'label': 'approval', 'score': 0.011484404094517231}, {'label': 'sadness', 'score': 0.011322258040308952}, {'label': 'disappointment', 'score': 0.010599593631923199}]"
Imagine Dragons|||Demons|||2|||4,Imagine Dragons,Demons,"Don't wanna let you down, but I am hell-bound
Though this is all for you, don't wanna hide the truth
No matter what we breed, we still are made of greed
This is my kingdom come, this is my kingdom come",Imagine Dragons|||Demons|||2,4,caring,approval,annoyance,"[{'label': 'neutral', 'score': 0.502369225025177}, {'label': 'caring', 'score': 0.24691946804523468}, {'label': 'approval', 'score': 0.07630550861358643}, {'label': 'annoyance', 'score': 0.054268911480903625}, {'label': 'anger', 'score': 0.039913326501846313}, {'label': 'desire', 'score': 0.02264397032558918}]"
Imagine Dragons|||Demons|||2|||5,Imagine Dragons,Demons,"They say it's what you make, I say it's up to fate
It's woven in my soul, I need to let you go
Your eyes, they shine so bright, I wanna save that light
I can't escape this now, unless you show me how
<\Lyric>```",Imagine Dragons|||Demons|||2,5,desire,admiration,approval,"[{'label': 'desire', 'score': 0.7120065689086914}, {'label': 'neutral', 'score': 0.1227094754576683}, {'label': 'admiration', 'score': 0.11336632072925568}, {'label': 'approval', 'score': 0.04684498533606529}, {'label': 'optimism', 'score': 0.03777739778161049}, {'label': 'caring', 'score': 0.035105567425489426}]"
Imagine Dragons|||Whatever It Takes|||3|||0,Imagine Dragons,Whatever It Takes,"```
<Artist name> Imagine Dragons <\Artist>
<Song title> Whatever It Takes <\Song title>
<Lyric> 
Falling too fast to prepare for this
Tripping in the world could be dangerous
Everybody circling is vulturous
Negative, nepotist
Everybody waiting for the fall of man
Everybody praying for the end of times
Everybody hoping they could be the one
I was born to run, I was born for this",Imagine Dragons|||Whatever It Takes|||3,0,fear,optimism,desire,"[{'label': 'neutral', 'score': 0.8130576014518738}, {'label': 'fear', 'score': 0.0435509979724884}, {'label': 'optimism', 'score': 0.03783345967531204}, {'label': 'desire', 'score': 0.03464004024863243}, {'label': 'approval', 'score': 0.014321344904601574}, {'label': 'disappointment', 'score': 0.012935684062540531}]"
Imagine Dragons|||Whatever It Takes|||3|||1,Imagine Dragons,Whatever It Takes,"Whip, whip
Run me like a racehorse
Pull me like a ripcord
Break me down and build me up
I wanna be the slip, slip
Word upon your lip, lip
Letter that you rip, rip
Break me down and build me up",Imagine Dragons|||Whatever It Takes|||3,1,annoyance,anger,approval,"[{'label': 'neutral', 'score': 0.952254056930542}, {'label': 'annoyance', 'score': 0.02011970430612564}, {'label': 'anger', 'score': 0.008992467075586319}, {'label': 'approval', 'score': 0.00778961181640625}, {'label': 'desire', 'score': 0.006095900200307369}, {'label': 'optimism', 'score': 0.003453268902376294}]"
Imagine Dragons|||Whatever It Takes|||3|||2,Imagine Dragons,Whatever It Takes,"Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top
I'm ready for whatever it takes
'Cause I love the adrenaline in my veins
I do what it takes",Imagine Dragons|||Whatever It Takes|||3,2,love,approval,optimism,"[{'label': 'love', 'score': 0.8959765434265137}, {'label': 'approval', 'score': 0.12913282215595245}, {'label': 'optimism', 'score': 0.04186152666807175}, {'label': 'admiration', 'score': 0.027797553688287735}, {'label': 'neutral', 'score': 0.025615734979510307}, {'label': 'caring', 'score': 0.02432466857135296}]"
Imagine Dragons|||Whatever It Takes|||3|||3,Imagine Dragons,Whatever It Takes,"Always had a fear of being typical
Looking at my body feeling miserable
Always hanging on to the visual
I wanna be invisible
Looking at my years like a martyrdom
Everybody needs to be a part of 'em
Never be enough, I'm the prodigal son
I was born to run, I was born for this",Imagine Dragons|||Whatever It Takes|||3,3,fear,sadness,nervousness,"[{'label': 'fear', 'score': 0.5865765810012817}, {'label': 'neutral', 'score': 0.14009122550487518}, {'label': 'sadness', 'score': 0.13510480523109436}, {'label': 'nervousness', 'score': 0.09598151594400406}, {'label': 'disappointment', 'score': 0.04569534584879875}, {'label': 'approval', 'score': 0.034659601747989655}]"
Imagine Dragons|||Whatever It Takes|||3|||4,Imagine Dragons,Whatever It Takes,"Hypocritical, egotistical
Don't wanna be the parenthetical, hypothetical
Working hard on something that I'm proud of, out of the box
An epoxy to the world and the vision we've lost
I'm an apostrophe
I'm just a symbol to remind you that there's more to see
I'm just a product of the system, a catastrophe
And yet a masterpiece, and yet I'm half-diseased
And when I am deceased
At least I'll go down to the grave and die happily
And leave the body and the soul to be a part of thee
I do what it takes
<\Lyric>```",Imagine Dragons|||Whatever It Takes|||3,4,disappointment,joy,sadness,"[{'label': 'neutral', 'score': 0.3469158411026001}, {'label': 'disappointment', 'score': 0.12700621783733368}, {'label': 'joy', 'score': 0.09241495281457901}, {'label': 'sadness', 'score': 0.07555434852838516}, {'label': 'realization', 'score': 0.06852323561906815}, {'label': 'pride', 'score': 0.06416842341423035}]"
Imagine Dragons|||Radioactive|||4|||0,Imagine Dragons,Radioactive,"```
<Artist name> Imagine Dragons <\Artist>
<Song title> Radioactive <\Song title>
<Lyric> 
Woah, oh-oh
Woah, oh-oh
Woah, oh-oh
Woah",Imagine Dragons|||Radioactive|||4,0,excitement,surprise,joy,"[{'label': 'excitement', 'score': 0.4886319637298584}, {'label': 'surprise', 'score': 0.3169068396091461}, {'label': 'neutral', 'score': 0.08406190574169159}, {'label': 'joy', 'score': 0.05120149999856949}, {'label': 'amusement', 'score': 0.03710448741912842}, {'label': 'admiration', 'score': 0.031239334493875504}]"
Imagine Dragons|||Radioactive|||4|||1,Imagine Dragons,Radioactive,"I'm waking up to ash and dust
I wipe my brow and I sweat my rust
I'm breathing in the chemicals",Imagine Dragons|||Radioactive|||4,1,approval,realization,annoyance,"[{'label': 'neutral', 'score': 0.9403141140937805}, {'label': 'approval', 'score': 0.025100165978074074}, {'label': 'realization', 'score': 0.01733509451150894}, {'label': 'annoyance', 'score': 0.017128093168139458}, {'label': 'disgust', 'score': 0.008630870841443539}, {'label': 'sadness', 'score': 0.003924448508769274}]"
Imagine Dragons|||Radioactive|||4|||2,Imagine Dragons,Radioactive,"I'm breaking in, shaping up
Then checking out on the prison bus
This is it, the apocalypse
Woah",Imagine Dragons|||Radioactive|||4,2,surprise,excitement,fear,"[{'label': 'surprise', 'score': 0.27538180351257324}, {'label': 'neutral', 'score': 0.26373010873794556}, {'label': 'excitement', 'score': 0.24023741483688354}, {'label': 'fear', 'score': 0.041698064655065536}, {'label': 'joy', 'score': 0.032516781240701675}, {'label': 'realization', 'score': 0.028866829350590706}]"
Imagine Dragons|||Radioactive|||4|||3,Imagine Dragons,Radioactive,"I'm waking up, I feel it in my bones
Enough to make my system blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age",Imagine Dragons|||Radioactive|||4,3,excitement,joy,gratitude,"[{'label': 'excitement', 'score': 0.46008992195129395}, {'label': 'joy', 'score': 0.2634562849998474}, {'label': 'gratitude', 'score': 0.249614417552948}, {'label': 'neutral', 'score': 0.05472973734140396}, {'label': 'approval', 'score': 0.03541383892297745}, {'label': 'admiration', 'score': 0.02326848916709423}]"
Imagine Dragons|||Radioactive|||4|||4,Imagine Dragons,Radioactive,"Woah-oh, woah
I'm radioactive, radioactive
Woah-oh, woah
I'm radioactive, radioactive",Imagine Dragons|||Radioactive|||4,4,excitement,surprise,realization,"[{'label': 'excitement', 'score': 0.3592410087585449}, {'label': 'surprise', 'score': 0.27903616428375244}, {'label': 'neutral', 'score': 0.14884936809539795}, {'label': 'realization', 'score': 0.04153874143958092}, {'label': 'amusement', 'score': 0.03171189874410629}, {'label': 'joy', 'score': 0.029436854645609856}]"
Imagine Dragons|||Radioactive|||4|||5,Imagine Dragons,Radioactive,"I raise my flags, dye my clothes
It's a revolution, I suppose
We're painted red to fit right in
Woah",Imagine Dragons|||Radioactive|||4,5,excitement,approval,joy,"[{'label': 'neutral', 'score': 0.469688355922699}, {'label': 'excitement', 'score': 0.3259585201740265}, {'label': 'approval', 'score': 0.09136409312486649}, {'label': 'joy', 'score': 0.03759448602795601}, {'label': 'surprise', 'score': 0.025376705452799797}, {'label': 'amusement', 'score': 0.021444980055093765}]"
Imagine Dragons|||Radioactive|||4|||6,Imagine Dragons,Radioactive,"All systems go, the sun hasn't died
Deep in my bones, straight from inside
<\Lyric>```",Imagine Dragons|||Radioactive|||4,6,approval,realization,disapproval,"[{'label': 'neutral', 'score': 0.7013458013534546}, {'label': 'approval', 'score': 0.27825576066970825}, {'label': 'realization', 'score': 0.03903757780790329}, {'label': 'disapproval', 'score': 0.019663168117403984}, {'label': 'optimism', 'score': 0.017184559255838394}, {'label': 'caring', 'score': 0.013858362101018429}]"
Imagine Dragons|||Natural|||5|||0,Imagine Dragons,Natural,"```
<Artist name> Imagine Dragons <\Artist>
<Song title> Natural <\Song title>
<Lyric> 
Will you hold the line
When every one of them has given up and given in? Tell me
In this house of mine
Nothing ever comes without a consequence or cost, tell me
Will the stars align?
Will Heaven step in? Will it save us from our sin? Will it?
'Cause this house of mine stands strong",Imagine Dragons|||Natural|||5,0,curiosity,optimism,approval,"[{'label': 'curiosity', 'score': 0.41424500942230225}, {'label': 'neutral', 'score': 0.3417316973209381}, {'label': 'optimism', 'score': 0.1066422238945961}, {'label': 'approval', 'score': 0.0809503048658371}, {'label': 'confusion', 'score': 0.06240352988243103}, {'label': 'caring', 'score': 0.04756370559334755}]"
Imagine Dragons|||Natural|||5|||1,Imagine Dragons,Natural,"That's the price you pay
Leave behind your heart and cast away
Just another product of today
Rather be the hunter than the prey
And you're standing on the edge, face up 'cause you're a",Imagine Dragons|||Natural|||5,1,approval,annoyance,realization,"[{'label': 'neutral', 'score': 0.9577983021736145}, {'label': 'approval', 'score': 0.030192403122782707}, {'label': 'annoyance', 'score': 0.013006305322051048}, {'label': 'realization', 'score': 0.009755482897162437}, {'label': 'admiration', 'score': 0.004716604948043823}, {'label': 'optimism', 'score': 0.0040333932265639305}]"
Imagine Dragons|||Natural|||5|||2,Imagine Dragons,Natural,"Natural
A beating heart of stone
You gotta be so cold
To make it in this world
Yeah, you're a natural
Living your life cutthroat
You gotta be so cold
Yeah, you're a natural",Imagine Dragons|||Natural|||5,2,approval,admiration,realization,"[{'label': 'approval', 'score': 0.6781663298606873}, {'label': 'neutral', 'score': 0.24268890917301178}, {'label': 'admiration', 'score': 0.11005730926990509}, {'label': 'realization', 'score': 0.0260939821600914}, {'label': 'optimism', 'score': 0.0060953316278755665}, {'label': 'annoyance', 'score': 0.005813079886138439}]"
Imagine Dragons|||Natural|||5|||3,Imagine Dragons,Natural,"Will somebody
Let me see the light within the dark trees shadowing?
What's happenin'?
Lookin' through the glass, find the wrong within the past knowin'
Oh, we are the youth
Cut until it bleeds inside a world without the peace, facing
A bit of the truth, the truth",Imagine Dragons|||Natural|||5,3,curiosity,confusion,approval,"[{'label': 'neutral', 'score': 0.8609430193901062}, {'label': 'curiosity', 'score': 0.10221869498491287}, {'label': 'confusion', 'score': 0.045747436583042145}, {'label': 'approval', 'score': 0.01178226713091135}, {'label': 'realization', 'score': 0.01064777746796608}, {'label': 'annoyance', 'score': 0.009725908748805523}]"
Imagine Dragons|||Natural|||5|||4,Imagine Dragons,Natural,"Deep inside me, I'm fading to black, I'm fading
Took an oath by the blood of my hand, won't break it
I can taste it, the end is upon us, I swear
I'm gonna make it
I'm gonna make it",Imagine Dragons|||Natural|||5,4,optimism,desire,approval,"[{'label': 'neutral', 'score': 0.5606234669685364}, {'label': 'optimism', 'score': 0.153889000415802}, {'label': 'desire', 'score': 0.08452246338129044}, {'label': 'approval', 'score': 0.061217911541461945}, {'label': 'caring', 'score': 0.018127843737602234}, {'label': 'annoyance', 'score': 0.011550324968993664}]"
Imagine Dragons|||Natural|||5|||5,Imagine Dragons,Natural,"Natural
Yeah, you're a natural
<\Lyric>```",Imagine Dragons|||Natural|||5,5,approval,admiration,realization,"[{'label': 'approval', 'score': 0.6686413288116455}, {'label': 'neutral', 'score': 0.15252451598644257}, {'label': 'admiration', 'score': 0.1099337488412857}, {'label': 'realization', 'score': 0.02281898260116577}, {'label': 'excitement', 'score': 0.0071933758445084095}, {'label': 'optimism', 'score': 0.004521215334534645}]"
Imagine Dragons|||Bad Liar|||6|||0,Imagine Dragons,Bad Liar,"```
<Artist name> Imagine Dragons <\Artist>
<Song title> Bad Liar <\Song title>
<Lyric> 
Oh, hush, my dear, it's been a difficult year
And terrors don’t prey on innocent victims
Trust me, darlin', trust me, darlin'
It’s been a loveless year
I'm a man of three fears
Integrity, faith, and crocodile tears
Trust me, darlin', trust me, darlin'",Imagine Dragons|||Bad Liar|||6,0,sadness,disappointment,fear,"[{'label': 'sadness', 'score': 0.5647629499435425}, {'label': 'disappointment', 'score': 0.1848142296075821}, {'label': 'neutral', 'score': 0.1265285760164261}, {'label': 'fear', 'score': 0.05081530287861824}, {'label': 'approval', 'score': 0.04161824658513069}, {'label': 'nervousness', 'score': 0.041569631546735764}]"
Imagine Dragons|||Bad Liar|||6|||1,Imagine Dragons,Bad Liar,"So look me in the eyes, tell me what you see
Perfect paradise, tearin' at the seams
I wish I could escape it, I don't wanna fake it
Wish I could erase it, make your heart believe",Imagine Dragons|||Bad Liar|||6,1,desire,admiration,love,"[{'label': 'desire', 'score': 0.8516858220100403}, {'label': 'neutral', 'score': 0.060781966894865036}, {'label': 'admiration', 'score': 0.04080765321850777}, {'label': 'love', 'score': 0.03386480361223221}, {'label': 'optimism', 'score': 0.029802454635500908}, {'label': 'approval', 'score': 0.02331077866256237}]"
Imagine Dragons|||Bad Liar|||6|||2,Imagine Dragons,Bad Liar,"But I'm a bad liar, bad liar
Now you know, now you know
I'm a bad liar, bad liar
Now you know, you’re free to go",Imagine Dragons|||Bad Liar|||6,2,anger,annoyance,disgust,"[{'label': 'anger', 'score': 0.5989106297492981}, {'label': 'annoyance', 'score': 0.42182421684265137}, {'label': 'disgust', 'score': 0.07462777942419052}, {'label': 'neutral', 'score': 0.05008634552359581}, {'label': 'disapproval', 'score': 0.02990557625889778}, {'label': 'disappointment', 'score': 0.018625086173415184}]"
Imagine Dragons|||Bad Liar|||6|||3,Imagine Dragons,Bad Liar,"Did all my dreams never mean one thing?
Does happiness lie in a diamond ring?
Oh, I’ve been askin' for
Oh, I’ve been askin' for problems, problems, problems
I wage my war on the world inside
I take my gun to the enemy's side
Oh, I've been askin’ for ( Trust me, darlin', trust me, darlin')
Oh, I've been askin' for problems, problems, problems",Imagine Dragons|||Bad Liar|||6,3,curiosity,confusion,annoyance,"[{'label': 'neutral', 'score': 0.5545879602432251}, {'label': 'curiosity', 'score': 0.23067203164100647}, {'label': 'confusion', 'score': 0.09613696485757828}, {'label': 'annoyance', 'score': 0.01396279875189066}, {'label': 'realization', 'score': 0.012235759757459164}, {'label': 'approval', 'score': 0.01122772041708231}]"
Imagine Dragons|||Bad Liar|||6|||4,Imagine Dragons,Bad Liar,"But I'm a bad liar, bad liar
Now you know, now you know
I'm a bad liar, bad liar
Now you know, you're free to go",Imagine Dragons|||Bad Liar|||6,4,anger,annoyance,disgust,"[{'label': 'anger', 'score': 0.5910407900810242}, {'label': 'annoyance', 'score': 0.405598521232605}, {'label': 'disgust', 'score': 0.0802425667643547}, {'label': 'neutral', 'score': 0.04956229403614998}, {'label': 'disapproval', 'score': 0.030454305931925774}, {'label': 'disappointment', 'score': 0.01921435445547104}]"
