id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
NF|||When I Grow Up|||2|||2,NF,When I Grow Up,"Yeah, ayy
When I grow up
Yeah, yeah, ayy",NF|||When I Grow Up|||2,2,approval,realization,excitement,"[{'label': 'neutral', 'score': 0.8155391812324524}, {'label': 'approval', 'score': 0.07802730053663254}, {'label': 'realization', 'score': 0.03250489756464958}, {'label': 'excitement', 'score': 0.0151384761556983}, {'label': 'amusement', 'score': 0.00857350043952465}, {'label': 'joy', 'score': 0.007752565201371908}]"
NF|||When I Grow Up|||2|||3,NF,When I Grow Up,"I'ma make 'em notice me, rhymin' like it's poetry
Everything I oversee, I just like to overthink
Mockin' me, you pay the fee, no return and no receipts
Those of you that don't believe, quiet, you don't know a thing
Quiet when I'm tryna sing, quiet when I'm making beats
Quiet when I'm tryna think, sorry, I don't mean to scream
I just feel like no one really gets me and it's sad to see
'Cause someday I'ma grow up and show all of you it's meant to be (Yeah)
Anybody wanna hear me rap? ""No""
Come on, let me play a couple tracks, ""No""
Come on, I can spit it really fast, ""No""
You think I should throw this in the trash? ""No""
Tricked ya; haters, go away before I hit ya
I am not a beggar or a kiss-up
You don't understand? Well, I forgive ya
I am not a quitter, you ain't really think that, did ya?
Maybe someday I could even be up on the radio
Have a tour bus and maybe even play a couple shows
Everybody in the crowd singing every word I wrote
Tellin' me that I am not the only one that feels alone
Huh? You feel alone? Yeah, I kinda feel alone
Wonder if that feelin' ever goes away when you get old
Will I ever make it as an artist? I don't really know
Might not make a lot of dough
I'ma have to try it, though",NF|||When I Grow Up|||2,3,sadness,disappointment,curiosity,"[{'label': 'sadness', 'score': 0.7236686944961548}, {'label': 'disappointment', 'score': 0.37126967310905457}, {'label': 'curiosity', 'score': 0.18001094460487366}, {'label': 'neutral', 'score': 0.06115676462650299}, {'label': 'confusion', 'score': 0.04542843997478485}, {'label': 'remorse', 'score': 0.044805679470300674}]"
NF|||When I Grow Up|||2|||4,NF,When I Grow Up,"When I grow up
I just wanna pay my bills
Rappin' about the way I feel (Oh, yeah)
I just wanna make a couple mil'
Leave it to the fam in the will (Oh, yeah)
(Leave it to the fam in the will)
(Yeah, yeah, yeah, yeah)
I just wanna sign a record deal
Maybe buy a house up in the hills (Okay, oh, yeah)
Might not be the best in my field (Ayy, ayy, yeah)
But I guarantee that I'ma die real
When I grow up
I just wanna pay my bills (Woo)
Rappin' about the way I feel (Oh, yeah)
(Yeah, the way I feel)
Yeah, I just wanna make a couple mil' (Ayy, couple mil')
Leave it to the fam in the will (Oh, yeah, to the fam in the will)
I just wanna sign a record deal (Woo)
Maybe buy a house up in the hills (Oh, yeah)
(House up in the hills)
Yeah, I might not be the best in my field
But I guarantee that I'ma die real
When I grow up
When I grow up
<\Lyric>```",NF|||When I Grow Up|||2,4,desire,optimism,disappointment,"[{'label': 'desire', 'score': 0.5692952871322632}, {'label': 'neutral', 'score': 0.3942592740058899}, {'label': 'optimism', 'score': 0.06344903260469437}, {'label': 'disappointment', 'score': 0.0246430654078722}, {'label': 'annoyance', 'score': 0.021399304270744324}, {'label': 'approval', 'score': 0.02128039114177227}]"
NF|||Leave Me Alone|||3|||0,NF,Leave Me Alone,"```
<Artist name> NF <\Artist>
<Song title> Leave Me Alone <\Song title>
<Lyric> 
(Yeah)
Hey!
Leave me alone",NF|||Leave Me Alone|||3,0,annoyance,sadness,anger,"[{'label': 'neutral', 'score': 0.7987507581710815}, {'label': 'annoyance', 'score': 0.09895290434360504}, {'label': 'sadness', 'score': 0.04145507887005806}, {'label': 'anger', 'score': 0.037915442138910294}, {'label': 'disappointment', 'score': 0.0330381877720356}, {'label': 'disgust', 'score': 0.00926793459802866}]"
NF|||Leave Me Alone|||3|||1,NF,Leave Me Alone,"Panic-stricken, handle business, not a joke, yeah
Manners missin', travel different, no control, yeah
Time to listen, time to zip it, keep it closed
My description, highly gifted, take some notes, yeah
Lack of interest, why'd you visit? Hit the road, yeah
I'm kinda twisted, so keep your distance, be a ghost
Yeah, see I'm inventive, but quite the menace, you ain't know?
Well then I'm offended, let's jog your memories, here we go, yeah
I went from nobody to kinda famous
Hide my plaques inside the closet, I just can't explain it
My wife, she tells me that she's proud and thinks that I should hang 'em
But I just leave 'em on the ground right next to my self-hatred
Yeah, yeah, mental health, where's my mental health?
Diagnosed with OCD, what does that mean? Well, gather 'round
That means I obsessively obsess on things I think about
That means I might take a normal thought and think it's so profound (Leave me alone)
Ruminating, fill balloons up full of doubts
Do the same things, if I don't, I'm overwhelmed (Leave me alone)
Thoughts are pacing, they go 'round and 'round and 'round
It's so draining, let's move onto something else, fine (Oh) (Leave me alone)
Runnin' the game, but they don't even know it
Like I'm undercover and don't wanna blow it
I come out of nowhere, they don't even notice
The flow is so cold, you would think it was snowin' (Oh) (Leave me alone)
I'm under the weather, but wind isn't blowin'
I got an umbrella for difficult moments
You got to admit it, I'm very devoted
I'm out in the rain, but it don't always open, so I (I, I)",NF|||Leave Me Alone|||3,1,annoyance,disappointment,curiosity,"[{'label': 'annoyance', 'score': 0.2877489924430847}, {'label': 'disappointment', 'score': 0.18021421134471893}, {'label': 'neutral', 'score': 0.16675984859466553}, {'label': 'curiosity', 'score': 0.10475397855043411}, {'label': 'confusion', 'score': 0.06843172013759613}, {'label': 'disapproval', 'score': 0.051150232553482056}]"
NF|||Leave Me Alone|||3|||2,NF,Leave Me Alone,"Hold up my balloons and cover up my face
I can feel them weighin' on me every day
I should let 'em go and watch 'em float away
But I'm scared if I do, then I'll be more afraid (More afraid)
Tell them how I feel, but they don't wanna change (Don't wanna change)
Tell them how I feel, but they remain the same (Same)
Loosen up my grip, they say that's not okay
Quiet, quiet, quiet, quiet, quiet, ayy, leave me alone! (Oh)",NF|||Leave Me Alone|||3,2,fear,nervousness,realization,"[{'label': 'fear', 'score': 0.7977120280265808}, {'label': 'neutral', 'score': 0.2277320921421051}, {'label': 'nervousness', 'score': 0.04003309831023216}, {'label': 'realization', 'score': 0.019915549084544182}, {'label': 'approval', 'score': 0.01812526397407055}, {'label': 'sadness', 'score': 0.016777245327830315}]"
NF|||Leave Me Alone|||3|||3,NF,Leave Me Alone,"Ayy, yeah
Quiet, quiet, quiet, quiet, ayy (Yeah), leave me alone
Woo, yeah
Quiet, quiet, quiet, quiet, ayy (Yeah), leave me alone! (Leave me alone)",NF|||Leave Me Alone|||3,3,annoyance,anger,amusement,"[{'label': 'neutral', 'score': 0.8275691866874695}, {'label': 'annoyance', 'score': 0.10011328011751175}, {'label': 'anger', 'score': 0.055310413241386414}, {'label': 'amusement', 'score': 0.009823870845139027}, {'label': 'disgust', 'score': 0.007468093652278185}, {'label': 'sadness', 'score': 0.007151338737457991}]"
NF|||Leave Me Alone|||3|||4,NF,Leave Me Alone,"I hate when they debate if we're underrated
We're so overlooked that they're lookin' over our numbers, Nathan (Leave me alone)
We don't do enough interviews or go out in public lately
We don't post enough on our socials
To keep the buzz from fading (Leave me alone)
Let it fade, yeah, let it fade
Once it's decimated, then you drop a song outta nowhere
And all the fans embrace it (Leave me alone)
Then the buzz will surface again, it's part of my operation
I don't need advice from my doubts right now
End of conversation (Leave me alone)
Shut your mouth, yeah, shut your mouth
Better tone it down, close it now
If you make a sound, I'ma change the dial (Leave me alone)
Funny how they be acting loud, comin' unannounced
It's floating 'round
Man, the kid is wild, pretty vile, true (Leave me alone)
I'm kinda funny but don't really show it
I keep it together but have a disorder
I go to my room and I sit in my corner
And talk to myself in a language that's foreign (Leave me alone)
I think of a rhyme and I have to record it
But know if I don't, I'll wake up in the mornin'
And question my life again, always avoiding
I hate to be different, but hate to be normal, so I (Leave me alone)",NF|||Leave Me Alone|||3,4,amusement,annoyance,anger,"[{'label': 'amusement', 'score': 0.48827633261680603}, {'label': 'annoyance', 'score': 0.36022937297821045}, {'label': 'anger', 'score': 0.10877606272697449}, {'label': 'neutral', 'score': 0.08193203061819077}, {'label': 'disapproval', 'score': 0.07287740707397461}, {'label': 'disgust', 'score': 0.030673731118440628}]"
NF|||Leave Me Alone|||3|||5,NF,Leave Me Alone,"Hold up my balloons and cover up my face
I can feel them weighin' on me every day
I should let 'em go and watch 'em float away
But I'm scared if I do, then I'll be more afraid
Tell them how I feel, but they don't wanna change (Wanna change)
Tell them how I feel but they remain the same (They remain the same)
Loosen up my grip, they say that's not okay
Quiet, quiet, quiet, quiet, quiet, ayy
Leave me alone",NF|||Leave Me Alone|||3,5,fear,nervousness,realization,"[{'label': 'fear', 'score': 0.653788685798645}, {'label': 'neutral', 'score': 0.41433343291282654}, {'label': 'nervousness', 'score': 0.029803385958075523}, {'label': 'realization', 'score': 0.019279304891824722}, {'label': 'approval', 'score': 0.016311274841427803}, {'label': 'sadness', 'score': 0.015204326249659061}]"
NF|||Leave Me Alone|||3|||6,NF,Leave Me Alone,"Ayy, yeah
Quiet, quiet, quiet, quiet, ayy (Yeah), leave me alone
Woo, yeah
Quiet, quiet, quiet, quiet, ayy (Yeah), leave me alone",NF|||Leave Me Alone|||3,6,annoyance,anger,amusement,"[{'label': 'neutral', 'score': 0.83431476354599}, {'label': 'annoyance', 'score': 0.09334497898817062}, {'label': 'anger', 'score': 0.03190863877534866}, {'label': 'amusement', 'score': 0.010689138434827328}, {'label': 'sadness', 'score': 0.010471146553754807}, {'label': 'disappointment', 'score': 0.009944256395101547}]"
NF|||Leave Me Alone|||3|||7,NF,Leave Me Alone,"Remember back in ""NO NAME,"" I said fame called? (Yeah, yeah)
Told you I hung up, it kinda felt wrong (Leave me alone) (Wrong, wrong)
Finally called him back, we didn't talk long (No)
He asked me how I'd been, I sent him this song (Leave me alone, quiet, quiet, quiet)
Yeah, think he took offense, he kinda seemed off (Off)
I texted him that night to ask what he thought (Leave me alone, quiet, quiet, quiet)
It took a couple days to get a response
But once I finally did, he said this song sucks (Leave me alone, quiet, quiet, quiet)
Feel the symptoms, couldn't miss 'em, wrestle with 'em
Then I pin and flip 'em, brought some back up
No, well, you should get some (Leave me alone, quiet, quiet, quiet)
Who you dissin'? Mood is switchin', don't come in the kitchen
You should listen, cookin' record for my hands are blisterin'
So persistent, don't forget this, hold the tension, soul is bendin'
No pretendin', open-ended, low percentage, so demented (Leave me alone)
Whole consensus, flow tremendous, no apprentice, dope incentive
Show intensive, so possessive, tone aggressive, watch your step when I (Leave me alone)",NF|||Leave Me Alone|||3,7,annoyance,disappointment,disapproval,"[{'label': 'neutral', 'score': 0.7345882058143616}, {'label': 'annoyance', 'score': 0.2682870328426361}, {'label': 'disappointment', 'score': 0.06766052544116974}, {'label': 'disapproval', 'score': 0.05089450255036354}, {'label': 'realization', 'score': 0.020038412883877754}, {'label': 'anger', 'score': 0.015303192660212517}]"
NF|||Leave Me Alone|||3|||8,NF,Leave Me Alone,"Hold up my balloons and cover up my face (Up my face)
I can feel them weighin' on me every day (Yeah, every day)
I should let 'em go and watch them float away (Yeah, float away)
But I'm scared if I do then I'll be more afraid
Leave me alone (Yeah), leave me alone, yeah (Yeah, yeah, yeah)
Leave me alone, leave me alone (Yeah, yeah, yeah)
Leave me alone, leave me alone (Yeah, leave me alone)
Yeah, leave me alone, leave me alone, ayy, leave me alone",NF|||Leave Me Alone|||3,8,fear,nervousness,anger,"[{'label': 'fear', 'score': 0.8495279550552368}, {'label': 'neutral', 'score': 0.15079265832901}, {'label': 'nervousness', 'score': 0.03900889307260513}, {'label': 'anger', 'score': 0.027729550376534462}, {'label': 'sadness', 'score': 0.023880787193775177}, {'label': 'annoyance', 'score': 0.021815991029143333}]"
NF|||Leave Me Alone|||3|||9,NF,Leave Me Alone,"Ayy, yeah
Quiet, quiet, quiet, quiet, ayy (Yeah), leave me alone
Woo, yeah
Quiet, quiet, quiet, quiet, ayy (Yeah), leave me alone
Ayy, yeah
Quiet, quiet, quiet, quiet, ayy (Yeah), leave me alone
Woo, yeah
Quiet, quiet, quiet, quiet, ayy
Leave me alone
<\Lyric>```",NF|||Leave Me Alone|||3,9,annoyance,anger,amusement,"[{'label': 'neutral', 'score': 0.8737319707870483}, {'label': 'annoyance', 'score': 0.0625821202993393}, {'label': 'anger', 'score': 0.029515227302908897}, {'label': 'amusement', 'score': 0.01203265693038702}, {'label': 'approval', 'score': 0.006725170649588108}, {'label': 'realization', 'score': 0.0059808399528265}]"
NF|||Lie|||4|||0,NF,Lie,"```
<Artist name> NF <\Artist>
<Song title> Lie <\Song title>
<Lyric> 
I heard you told your friends that I'm just not your type
If that's how you really feel, then why'd you call last night?
You say all I ever do is just control your life
But how you gonna lie like that? How you gonna lie like that? (Yeah)",NF|||Lie|||4,0,curiosity,annoyance,confusion,"[{'label': 'neutral', 'score': 0.44841110706329346}, {'label': 'curiosity', 'score': 0.27165287733078003}, {'label': 'annoyance', 'score': 0.2363235503435135}, {'label': 'confusion', 'score': 0.11722934991121292}, {'label': 'anger', 'score': 0.08360174298286438}, {'label': 'disapproval', 'score': 0.02179524675011635}]"
NF|||Lie|||4|||1,NF,Lie,"I heard you said I ain't the type for you
I don't regret it though, I learned from it
They should have you locked up for all the time you stole from us, woo
Took you out when I had no money
Only person that you ever cared about was you, that's why it's so funny
You want somebody that'll keep you warm at night, then tell me, why you actin' cold to me?
You ain't the only one to blame, no, I'm the one that made you rich when I bought every lie you sold to me
Yeah, heard you threw away the pictures
But you still got the memories of us, so I guess that don't really make a difference
Flippin' through 'em in your head, got you textin' me all hours of the night
Yeah, you told me that you needed distance, what's the deal with you?
You say you want a man that keeps it real
Then why you mad when I get real with you?
You want someone to pay the bills for you, went from failin' you, now I feel for you, liar",NF|||Lie|||4,1,amusement,annoyance,joy,"[{'label': 'amusement', 'score': 0.7188131809234619}, {'label': 'annoyance', 'score': 0.0955640971660614}, {'label': 'neutral', 'score': 0.09226548671722412}, {'label': 'joy', 'score': 0.08436344563961029}, {'label': 'curiosity', 'score': 0.08368215709924698}, {'label': 'approval', 'score': 0.03447449579834938}]"
NF|||Lie|||4|||2,NF,Lie,"I heard you told your friends that I'm just not your type
If that's how you really feel, then why'd you call last night?
You say all I ever do is just control your life
But how you gonna lie like that? How you gonna lie like that?",NF|||Lie|||4,2,curiosity,annoyance,confusion,"[{'label': 'neutral', 'score': 0.39213329553604126}, {'label': 'curiosity', 'score': 0.26356422901153564}, {'label': 'annoyance', 'score': 0.25808611512184143}, {'label': 'confusion', 'score': 0.13038690388202667}, {'label': 'anger', 'score': 0.09937282651662827}, {'label': 'disapproval', 'score': 0.02672612853348255}]"
NF|||Lie|||4|||3,NF,Lie,"Look, let me guess, you want to stay friends?
Tellin' people that's how we been?
Tellin' everybody, yeah, that we was barely speakin'
Huh, that's kinda funny, why'd you call me every day then?
It's immaturity, you goin' off the deep end
You just want somebody you can chill and get some drinks with, cool
Then don't hit me on the weekend
Tellin' me you missed the way we talked and how I listened, yeah
Why you playin' with my mind, huh?
Why you playin' with my time, huh?
Told me, ""We should let it go and put it all behind us""
That's what I did, now you askin' me what I done, I was
Waitin' for this day, I saw it comin'
I think you just like attention, tryna tell me all your problems
I got issues of my own, I ain't got time for all this drama
You told me that you don't really wanna talk, then why you callin', huh?",NF|||Lie|||4,3,amusement,curiosity,annoyance,"[{'label': 'amusement', 'score': 0.7878854274749756}, {'label': 'curiosity', 'score': 0.19103120267391205}, {'label': 'neutral', 'score': 0.1447192281484604}, {'label': 'annoyance', 'score': 0.06351015716791153}, {'label': 'joy', 'score': 0.03780294209718704}, {'label': 'confusion', 'score': 0.03718641772866249}]"
NF|||Lie|||4|||4,NF,Lie,"How you gonna lie, how you gonna lie like that?
Baby, how you gonna lie, how you gonna lie like that?
How you gonna lie, baby, how you gonna lie like that?
No, no, how you gonna lie like that?",NF|||Lie|||4,4,disapproval,curiosity,annoyance,"[{'label': 'neutral', 'score': 0.2672404646873474}, {'label': 'disapproval', 'score': 0.23620936274528503}, {'label': 'curiosity', 'score': 0.2240106612443924}, {'label': 'annoyance', 'score': 0.20480884611606598}, {'label': 'anger', 'score': 0.16514715552330017}, {'label': 'confusion', 'score': 0.09064526110887527}]"
NF|||Lie|||4|||5,NF,Lie,"I heard you told your friends that I'm just not your type (Baby, how you gonna lie like that? No-no, no-no, yeah)
If that's how you really feel, then why'd you call last night? (Tell me, how you 'bout to lie like that?)
You say all I ever do is just control your life (No, no, no, no)
But how you gonna lie like that? How you gonna lie like that? (Oh, yeah)",NF|||Lie|||4,5,annoyance,curiosity,disapproval,"[{'label': 'neutral', 'score': 0.40090951323509216}, {'label': 'annoyance', 'score': 0.2613295912742615}, {'label': 'curiosity', 'score': 0.1565895825624466}, {'label': 'disapproval', 'score': 0.1430409550666809}, {'label': 'confusion', 'score': 0.09582410752773285}, {'label': 'anger', 'score': 0.08810371905565262}]"
