id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
Eminem|||Lose Yourself|||1|||3,Eminem,Lose Yourself,"His soul's escaping through this hole that is gaping
This world is mine for the taking, make me king
As we move toward a new world order
A normal life is boring, but superstardom's
Close to post-mortem, it only grows harder
Homie grows hotter, he blows, it's all over
These hoes is all on him, coast-to-coast shows
He's known as the Globetrotter, lonely roads
God only knows he's grown farther from home, he's no father
He goes home and barely knows his own daughter
But hold your nose 'cause here goes the cold water
These hoes don't want him no mo', he's cold product
They moved on to the next schmoe who flows
He nose-dove and sold nada, and so the soap opera
Is told, it unfolds, I suppose it's old, partner
But the beat goes on, da-da-dom, da-dom, dah-dah-dah-dah",Eminem|||Lose Yourself|||1,3,approval,annoyance,realization,"[{'label': 'neutral', 'score': 0.9367722272872925}, {'label': 'approval', 'score': 0.02059132046997547}, {'label': 'annoyance', 'score': 0.020412344485521317}, {'label': 'realization', 'score': 0.01822676882147789}, {'label': 'disappointment', 'score': 0.017128605395555496}, {'label': 'sadness', 'score': 0.011893540620803833}]"
Eminem|||Lose Yourself|||1|||4,Eminem,Lose Yourself,"No more games, I'ma change what you call rage
Tear this motherfuckin' roof off like two dogs caged
I was playin' in the beginning, the mood all changed
I've been chewed up and spit out and booed off stage
But I kept rhymin' and stepped right in the next cypher
Best believe somebody's payin' the Pied Piper
All the pain inside amplified by the
Fact that I can't get by with my nine-to-
Five and I can't provide the right type of life for my family
'Cause, man, these goddamn food stamps don't buy diapers
And there's no movie, there's no Mekhi Phifer, this is my life
And these times are so hard, and it's gettin' even harder
Tryna feed and water my seed, plus teeter-totter
Caught up between bein' a father and a prima donna
Baby-mama drama, screamin' on her, too much for me to wanna
Stay in one spot, another day of monotony's gotten me
To the point I'm like a snail, I've got
To formulate a plot or end up in jail or shot
Success is my only motherfuckin' option, failure's not
Mom, I love you, but this trailer's got
To go, I cannot grow old in Salem's Lot
So here I go, it's my shot; feet, fail me not
This may be the only opportunity that I got",Eminem|||Lose Yourself|||1,4,disappointment,sadness,annoyance,"[{'label': 'disappointment', 'score': 0.5132125020027161}, {'label': 'sadness', 'score': 0.36814647912979126}, {'label': 'annoyance', 'score': 0.15313690900802612}, {'label': 'neutral', 'score': 0.11138835549354553}, {'label': 'disapproval', 'score': 0.047008637338876724}, {'label': 'anger', 'score': 0.04319792613387108}]"
Eminem|||Lose Yourself|||1|||5,Eminem,Lose Yourself,"You can do anything you set your mind to, man1.5K
<\Lyric>```",Eminem|||Lose Yourself|||1,5,approval,optimism,caring,"[{'label': 'neutral', 'score': 0.6649535298347473}, {'label': 'approval', 'score': 0.32986149191856384}, {'label': 'optimism', 'score': 0.033934999257326126}, {'label': 'caring', 'score': 0.015381733886897564}, {'label': 'admiration', 'score': 0.006942016072571278}, {'label': 'realization', 'score': 0.006122090388089418}]"
Eminem|||Without Me|||2|||0,Eminem,Without Me,"```
<Artist name> Eminem <\Artist>
<Song title> Without Me <\Song title>
<Lyric> 
Obie Trice, real name, no gimmicks
Ra—, *record scratch*",Eminem|||Without Me|||2,0,approval,realization,admiration,"[{'label': 'neutral', 'score': 0.9613693356513977}, {'label': 'approval', 'score': 0.02470356971025467}, {'label': 'realization', 'score': 0.007535120937973261}, {'label': 'admiration', 'score': 0.004261594731360674}, {'label': 'annoyance', 'score': 0.0038320175372064114}, {'label': 'disapproval', 'score': 0.0030530106741935015}]"
Eminem|||Without Me|||2|||1,Eminem,Without Me,"Two trailer-park girls go round the outside
Round the outside, round the outside
Two trailer-park girls go round the outside
Round the outside, round the outside
Woo! (Ooh, ooh)",Eminem|||Without Me|||2,1,excitement,surprise,joy,"[{'label': 'neutral', 'score': 0.47181689739227295}, {'label': 'excitement', 'score': 0.34740006923675537}, {'label': 'surprise', 'score': 0.06474430859088898}, {'label': 'joy', 'score': 0.04994749277830124}, {'label': 'amusement', 'score': 0.020280908793210983}, {'label': 'admiration', 'score': 0.012150444090366364}]"
Eminem|||Without Me|||2|||2,Eminem,Without Me,"Guess who's back, back again?
Shady's back, tell a friend
Guess who's back? Guess who's back?
Guess who's back? Guess who's back?
Guess who's back? Guess who's back?
Guess who's back?
(Da-da-da, da, da, da, da, da, da)
(Da-da-da, da, da, da, da)",Eminem|||Without Me|||2,2,curiosity,confusion,surprise,"[{'label': 'neutral', 'score': 0.5538546442985535}, {'label': 'curiosity', 'score': 0.3790799081325531}, {'label': 'confusion', 'score': 0.12254606932401657}, {'label': 'surprise', 'score': 0.08758852630853653}, {'label': 'excitement', 'score': 0.014426784589886665}, {'label': 'realization', 'score': 0.009889179840683937}]"
Eminem|||Without Me|||2|||3,Eminem,Without Me,"I've created a monster
'Cause nobody wants to see Marshall no more, they want Shady, I'm chopped liver
Well, if you want Shady, this is what I'll give ya
A little bit of weed mixed with some hard liquor
Some vodka that'll jump-start my heart quicker
Than a shock when I get shocked at the hospital
By the doctor when I'm not cooperating
When I'm rockin' the table while he's operating (Hey)
You waited this long, now stop debating
'Cause I'm back, I'm on the rag and ovulating
I know that you got a job, Ms. Cheney
But your husband's heart problem's complicating
So the FCC won't let me be
Or let me be me, so let me see
They tried to shut me down on MTV
But it feels so empty without me
So come on and dip, bum on your lips
Fuck that, cum on your lips and some on your tits
And get ready, 'cause this shit's about to get heavy
I just settled all my lawsuits (Fuck you, Debbie)",Eminem|||Without Me|||2,3,annoyance,anger,disappointment,"[{'label': 'neutral', 'score': 0.5065999031066895}, {'label': 'annoyance', 'score': 0.35420310497283936}, {'label': 'anger', 'score': 0.0936846062541008}, {'label': 'disappointment', 'score': 0.06367944180965424}, {'label': 'sadness', 'score': 0.030454296618700027}, {'label': 'disapproval', 'score': 0.016021868214011192}]"
Eminem|||Without Me|||2|||4,Eminem,Without Me,"Now, this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
I said this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me",Eminem|||Without Me|||2,4,disappointment,sadness,annoyance,"[{'label': 'disappointment', 'score': 0.4515852630138397}, {'label': 'sadness', 'score': 0.3750368356704712}, {'label': 'neutral', 'score': 0.2614419758319855}, {'label': 'annoyance', 'score': 0.11137330532073975}, {'label': 'desire', 'score': 0.03563890606164932}, {'label': 'realization', 'score': 0.022539082914590836}]"
Eminem|||Without Me|||2|||5,Eminem,Without Me,"Little hellions, kids feeling rebellious
Embarrassed, their parents still listen to Elvis
They start feelin' like prisoners, helpless
'Til someone comes along on a mission and yells, ""Bitch""
A visionary, vision is scary
Could start a revolution, pollutin' the airwaves
A rebel, so just let me revel and bask
In the fact that I got everyone kissin' my ass
And it's a disaster, such a catastrophe
For you to see so damn much of my ass, you asked for me?
Well, I'm back, da-na-na-na, na-na-na-na-na-na
Fix your bent antenna, tune it in, and then I'm gonna
Enter in and up under your skin like a splinter
The center of attention, back for the winter
I'm interesting, the best thing since wrestling
Infesting in your kid's ears and nesting
Testing, ""Attention, please""
Feel the tension soon as someone mentions me
Here's my ten cents, my two cents is free
A nuisance, who sent? You sent for me?",Eminem|||Without Me|||2,5,annoyance,disappointment,anger,"[{'label': 'annoyance', 'score': 0.30888670682907104}, {'label': 'neutral', 'score': 0.20972663164138794}, {'label': 'disappointment', 'score': 0.16895709931850433}, {'label': 'anger', 'score': 0.0974404364824295}, {'label': 'fear', 'score': 0.0894230455160141}, {'label': 'sadness', 'score': 0.03888027369976044}]"
Eminem|||Without Me|||2|||6,Eminem,Without Me,"A tisket, a tasket, I'll go tit-for-tat wit'
Anybody who's talkin', ""This shit, that shit""
Chris Kirkpatrick, you can get your ass kicked
Worse than them little Limp Bizkit bastards
And Moby? You can get stomped by Obie
You thirty-six-year-old bald-headed fag, blow me
You don't know me, you're too old, let go
It's over, nobody listens to techno
Now, let's go, just give me the signal
I'll be there with a whole list full of new insults
I've been dope, suspenseful with a pencil
Ever since Prince turned himself into a symbol
But, sometimes, the shit just seems
Everybody only wants to discuss me
So this must mean I'm disgusting
But it's just me, I'm just obscene (Yeah)
Though I'm not the first king of controversy
I am the worst thing since Elvis Presley
To do Black music so selfishly
And use it to get myself wealthy (Hey)
There's a concept that works
Twenty million other white rappers emerge
But no matter how many fish in the sea
It'd be so empty without me",Eminem|||Without Me|||2,6,annoyance,disgust,anger,"[{'label': 'annoyance', 'score': 0.37914949655532837}, {'label': 'disgust', 'score': 0.29420724511146545}, {'label': 'neutral', 'score': 0.2823443114757538}, {'label': 'anger', 'score': 0.10290203243494034}, {'label': 'disapproval', 'score': 0.03687065467238426}, {'label': 'disappointment', 'score': 0.021227892488241196}]"
Eminem|||Without Me|||2|||7,Eminem,Without Me,"Hum, dei-dei, la-la
La-la, la-la-la
La-la, la-la-la
La-la, la-la
Hum, dei-dei, la-la
La-la, la-la-la
La-la, la-la-la
La-la, la-la
Kids
<\Lyric>```",Eminem|||Without Me|||2,7,approval,realization,annoyance,"[{'label': 'neutral', 'score': 0.9605367183685303}, {'label': 'approval', 'score': 0.015887152403593063}, {'label': 'realization', 'score': 0.007805668283253908}, {'label': 'annoyance', 'score': 0.005134666338562965}, {'label': 'confusion', 'score': 0.00395100237801671}, {'label': 'admiration', 'score': 0.0034497592132538557}]"
Eminem|||The Real Slim Shady|||3|||0,Eminem,The Real Slim Shady,"```
<Artist name> Eminem <\Artist>
<Song title> The Real Slim Shady <\Song title>
<Lyric> 
May I have your attention, please?
May I have your attention, please?
Will the real Slim Shady please stand up?
I repeat
Will the real Slim Shady please stand up?
We're gonna have a problem here",Eminem|||The Real Slim Shady|||3,0,curiosity,confusion,annoyance,"[{'label': 'neutral', 'score': 0.45909562706947327}, {'label': 'curiosity', 'score': 0.20762012898921967}, {'label': 'confusion', 'score': 0.0593244768679142}, {'label': 'annoyance', 'score': 0.04882808029651642}, {'label': 'disappointment', 'score': 0.018935609608888626}, {'label': 'caring', 'score': 0.018710017204284668}]"
Eminem|||The Real Slim Shady|||3|||1,Eminem,The Real Slim Shady,"Y'all act like you never seen a white person before
Jaws all on the floor like Pam, like Tommy just burst in the door
And started whoopin' her ass worse than before
They first were divorced, throwin' her over furniture (Agh)
It's the return of the""Oh, wait, no way, you're kidding
He didn't just say what I think he did, did he?""
And Dr. Dre said
Nothing, you idiots, Dr. Dre's dead, he's locked in my basement (Ha-ha)
Feminist women love Eminem
""Chicka-chicka-chicka, Slim Shady,I'm sick of him
Look at him, walkin' around, grabbin' his you-know-what
Flippin' the you-know-who"", ""Yeah, but he's so cute though""
Yeah, I probably got a couple of screws up in my head loose
But no worse than what's goin' on in your parents' bedrooms
Sometimes I wanna get on TV and just let loose
But can't, but it's cool for Tom Green to hump a dead moose
""My bum is on your lips, my bum is on your lips""
And if I'm lucky, you might just give it a little kiss
And that's the message that we deliver to little kids
And expect them not to know what a woman's clitoris is
Of course, they're gonna know what intercourse is
By the time they hit fourth gradethey've got the Discovery Channel, don't they?
We ain't nothin' but mammals
Well, some of us cannibals who cut other people open like cantaloupes
But if we can hump dead animals and antelopes
Then there's no reason that a man and another man can't elope
But if you feel like I feel, I got the antidote
Women, wave your pantyhose, sing the chorus, and it goes",Eminem|||The Real Slim Shady|||3,1,annoyance,disappointment,disgust,"[{'label': 'neutral', 'score': 0.3987915813922882}, {'label': 'annoyance', 'score': 0.25433462858200073}, {'label': 'disappointment', 'score': 0.056592244654893875}, {'label': 'disgust', 'score': 0.05213445425033569}, {'label': 'anger', 'score': 0.05063039809465408}, {'label': 'amusement', 'score': 0.03936733677983284}]"
Eminem|||The Real Slim Shady|||3|||2,Eminem,The Real Slim Shady,"I'm Slim Shady, yes, I'm the real Shady
All you other Slim Shadys are just imitating
So won't the real Slim Shady please stand up
Please stand up, please stand up?
'Cause I'm Slim Shady, yes, I'm the real Shady
All you other Slim Shadys are just imitating
So won't the real Slim Shady please stand up
Please stand up, please stand up?",Eminem|||The Real Slim Shady|||3,2,approval,curiosity,excitement,"[{'label': 'neutral', 'score': 0.6584724187850952}, {'label': 'approval', 'score': 0.12715144455432892}, {'label': 'curiosity', 'score': 0.08216119557619095}, {'label': 'excitement', 'score': 0.03954146057367325}, {'label': 'confusion', 'score': 0.019596721976995468}, {'label': 'joy', 'score': 0.011935591697692871}]"
Eminem|||The Real Slim Shady|||3|||3,Eminem,The Real Slim Shady,"Will Smith don't gotta cuss in his raps to sell records (Nope)
Well, I do, so fuck him, and fuck you too
You think I give a damn about a Grammy?
Half of you critics can't even stomach me, let alone stand me
""But Slim, what if you win? Wouldn't it be weird?""
Why? So you guys could just lie to get me here?
So you can sit me here next to Britney Spears?
Yo, shit, Christina Aguilera better switch me chairs
So I can sit next to Carson Daly and Fred Durst
And hear 'em argue over who she gave head to first
Little bitch put me on blast on MTV
""Yeah, he's cute, but I think he's married to Kim, hee-hee""
I should download her audio on MP3
And show the whole world how you gave Eminem VD (Agh)
I'm sick of you little girl and boy groups, all you do is annoy me
So I have been sent here to destroy you
And there's a million of us just like me
Who cuss like me, who just don't give a fuck like me
Who dress like me, walk, talk and act like me
And just might be the next best thing, but not quite me",Eminem|||The Real Slim Shady|||3,3,annoyance,anger,disgust,"[{'label': 'annoyance', 'score': 0.5207828283309937}, {'label': 'anger', 'score': 0.4420424997806549}, {'label': 'neutral', 'score': 0.17968349158763885}, {'label': 'disgust', 'score': 0.029967010021209717}, {'label': 'disapproval', 'score': 0.02897314727306366}, {'label': 'disappointment', 'score': 0.02069862373173237}]"
Eminem|||The Real Slim Shady|||3|||4,Eminem,The Real Slim Shady,"'Cause I'm Slim Shady, yes, I'm the real Shady
All you other Slim Shadys are just imitating
So won't the real Slim Shady please stand up
Please stand up, please stand up?
'Cause I'm Slim Shady, yes, I'm the real Shady
All you other Slim Shadys are just imitating
So won't the real Slim Shady please stand up
Please stand up, please stand up?",Eminem|||The Real Slim Shady|||3,4,approval,curiosity,excitement,"[{'label': 'neutral', 'score': 0.6880553960800171}, {'label': 'approval', 'score': 0.12177497148513794}, {'label': 'curiosity', 'score': 0.08355247229337692}, {'label': 'excitement', 'score': 0.03202662989497185}, {'label': 'confusion', 'score': 0.018986640498042107}, {'label': 'realization', 'score': 0.011106452904641628}]"
Eminem|||The Real Slim Shady|||3|||5,Eminem,The Real Slim Shady,"I'm like a head trip to listen to
'Cause I'm only givin' you things you joke about with your friends inside your livin' room
The only difference is I got the balls to say it in front of y'all
And I don't gotta be false or sugarcoat it at all
I just get on the mic and spit it
And whether you like to admit it (Err), I just shit it
Better than ninety percent of you rappers out can
Then you wonder, ""How can kids eat up these albums like Valiums?""
It's funny, 'cause at the rate I'm goin', when I'm thirty
I'll be the only person in the nursin' home flirting
Pinchin' nurse's asses when I'm jacking off with Jergens
And I'm jerking, but this whole bag of Viagra isn't working
And every single person is a Slim Shady lurkin'
He could be working at Burger King, spittin' on your onion rings (Ch, puh)
Or in the parkin' lot, circling, screaming, ""I don't give a fuck!""
With his windows down and his system up
So will the real Shady please stand up
And put one of those fingers on each hand up?
And be proud to be out of your mind and out of control
And one more time, loud as you can, how does it go?",Eminem|||The Real Slim Shady|||3,5,amusement,joy,curiosity,"[{'label': 'amusement', 'score': 0.8664220571517944}, {'label': 'neutral', 'score': 0.10578475147485733}, {'label': 'joy', 'score': 0.10315810143947601}, {'label': 'curiosity', 'score': 0.05719694122672081}, {'label': 'annoyance', 'score': 0.019154513254761696}, {'label': 'excitement', 'score': 0.01471702754497528}]"
