id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
Lupe Fiasco|||Around My Way (Freedom Ain’t Free)|||2|||0,Lupe Fiasco,Around My Way (Freedom Ain’t Free),"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Around My Way (Freedom Ain’t Free) <\Song title>
<Lyric> 
Yeah
Great American Rap, resurrect...
Rest in peace, Young F
'Porting live from the set
Uh
'Porting live from the set, yeah!",Lupe Fiasco|||Around My Way (Freedom Ain’t Free)|||2,0,admiration,sadness,approval,"[{'label': 'admiration', 'score': 0.47258880734443665}, {'label': 'sadness', 'score': 0.3687596619129181}, {'label': 'neutral', 'score': 0.1468597948551178}, {'label': 'approval', 'score': 0.08955439180135727}, {'label': 'disappointment', 'score': 0.03566788509488106}, {'label': 'realization', 'score': 0.024602174758911133}]"
Lupe Fiasco|||Around My Way (Freedom Ain’t Free)|||2|||1,Lupe Fiasco,Around My Way (Freedom Ain’t Free),"First off, say ""Peace"" to Pine Ridge
Shame at all the damage that the white man wine did
Ghost Dance, Trail of Tears, five million beers a year
And all that other crime did
More peace to the teachers of blind kids
To rebels in small cells keeping their mind big
Say everything's hostile, suicide bombers
And prosperity gospels, emaciated models
With cocaine and blood pouring out their nostrils
They got to, just to stay awake
On the catwalk of life where everybody watch you
Straight hair, high heels, and a handbag
Crucifixes, racism, and a land grab
Katrina, FEMA trailers, human body sandbags
A peace sign and a pants sag
A money toss cause a nine-stripper mad dash
A friend request, follow, and a hashtag
Now everybody want it like the last laugh
A Michael Jackson jacket or a Daft mask
Purple Jordans or the mixed girl in your math class
Stable is when the Ba'ath had Baghdad
But corporate jets really had to have that gas bad
War and they hope they all fall from the ratatat
'Cause that's just more dinosaur for their Cadillac",Lupe Fiasco|||Around My Way (Freedom Ain’t Free)|||2,1,annoyance,embarrassment,disappointment,"[{'label': 'neutral', 'score': 0.7772350907325745}, {'label': 'annoyance', 'score': 0.07199455797672272}, {'label': 'embarrassment', 'score': 0.06255631893873215}, {'label': 'disappointment', 'score': 0.044845692813396454}, {'label': 'realization', 'score': 0.025175021961331367}, {'label': 'sadness', 'score': 0.021883618086576462}]"
Lupe Fiasco|||Around My Way (Freedom Ain’t Free)|||2|||2,Lupe Fiasco,Around My Way (Freedom Ain’t Free),"Live from the other side, what you see?
A bunch of nonsense on my TV
Heaven on Earth is what I need
But I feel I'm in Hell every time I breathe
'Porting live from the other side, what you hear?
A bunch of nonsense all in my ear
Rich man, poor man, we all gotta pay
'Cause freedom ain't free, 'specially round my way",Lupe Fiasco|||Around My Way (Freedom Ain’t Free)|||2,2,annoyance,disappointment,curiosity,"[{'label': 'neutral', 'score': 0.6833265423774719}, {'label': 'annoyance', 'score': 0.23131829500198364}, {'label': 'disappointment', 'score': 0.055144134908914566}, {'label': 'curiosity', 'score': 0.028297601267695427}, {'label': 'anger', 'score': 0.026920834556221962}, {'label': 'confusion', 'score': 0.014668195508420467}]"
Lupe Fiasco|||Around My Way (Freedom Ain’t Free)|||2|||3,Lupe Fiasco,Around My Way (Freedom Ain’t Free),"And we marvel at the state of Ottoman
Then turn around and treat Ghana like a garbage can
America's a big motherfuckin' garbageman
If you ain't know, you're part and parcel of the problem
You say no you ain't, and I say yes you is
Soon as you find out what planned obsolescence is
You say no they didn't, and I say yes they did
The definition of unnecessary-ness
Manifested
Say that we should protest just to get arrested
That goes against all my hustling ethics
A bunch of jail niggas say it's highly ineffective
Depart from Martin, connect on Malcolm X tip
Insert Baldwin to similar the separate
To me, the truth is more fulfilling than a meth hit
Or finding really fast internet to have some sex with
It's all one song short of a set list
Couple croissants shy of a continental breakfast
Or blowing out your birthday candles just to make a death wish
So absurd, word to Chief Bone Necklace
Down at the Lakota Sioux Casino
A whole culture boiled down to giving you pokeno
I go as left as a heart in the chest
'Cause the Horn of Africa is now starving to death",Lupe Fiasco|||Around My Way (Freedom Ain’t Free)|||2,3,annoyance,disapproval,anger,"[{'label': 'neutral', 'score': 0.6139444708824158}, {'label': 'annoyance', 'score': 0.30504104495048523}, {'label': 'disapproval', 'score': 0.11950455605983734}, {'label': 'anger', 'score': 0.0321001261472702}, {'label': 'disappointment', 'score': 0.03193410485982895}, {'label': 'disgust', 'score': 0.012127811089158058}]"
Lupe Fiasco|||Around My Way (Freedom Ain’t Free)|||2|||4,Lupe Fiasco,Around My Way (Freedom Ain’t Free),"An all-white Los Angeles, the dream of Mr. Chandler
Hope and pray they take Columbus Day up off the calendar
South Central, an example of God's gifts
So shout to all the mothers raising babies in SPA 6
The projects of Oakland city, Detroit ghost towns
Monopolies on poverty where D-boy coke bound
It’s parts of Manila like the video for ""Thriller""
But the U.S. Embassy is reminiscent of a villa
If poverty is chocolate and privilege, vanilla
Then what’s the flavor of the Sunday preacher’s pedophilia?
Cash rules everything around these niggas
As classrooms everywhere around me wither
Hither you can be Mr. Burns or Mr. Smithers
The tyrant or the slave, but nowhere in the mid-ler
Of the extremes of America’s dream
Freud fighting Neo, Freddy Krueger refereeing, now…",Lupe Fiasco|||Around My Way (Freedom Ain’t Free)|||2,4,curiosity,optimism,confusion,"[{'label': 'neutral', 'score': 0.6671634316444397}, {'label': 'curiosity', 'score': 0.27380824089050293}, {'label': 'optimism', 'score': 0.07715726643800735}, {'label': 'confusion', 'score': 0.05885904282331467}, {'label': 'desire', 'score': 0.022691966965794563}, {'label': 'approval', 'score': 0.016830800101161003}]"
Lupe Fiasco|||Around My Way (Freedom Ain’t Free)|||2|||5,Lupe Fiasco,Around My Way (Freedom Ain’t Free),"Great American rap resurrect...
Lupe on the check
Westside till I die!
<\Lyric>```",Lupe Fiasco|||Around My Way (Freedom Ain’t Free)|||2,5,admiration,approval,realization,"[{'label': 'admiration', 'score': 0.8532730340957642}, {'label': 'neutral', 'score': 0.22387947142124176}, {'label': 'approval', 'score': 0.04620666056871414}, {'label': 'realization', 'score': 0.009880555793642998}, {'label': 'disappointment', 'score': 0.008453545160591602}, {'label': 'gratitude', 'score': 0.00681258225813508}]"
Lupe Fiasco|||Words I Never Said|||3|||0,Lupe Fiasco,Words I Never Said,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Words I Never Said <\Song title>
<Lyric> 
It's so loud inside my head
With words that I should have said
As I drown in my regrets
I can't take back the words I never said
I can't take back the words I never said",Lupe Fiasco|||Words I Never Said|||3,0,remorse,sadness,realization,"[{'label': 'remorse', 'score': 0.4919835031032562}, {'label': 'sadness', 'score': 0.25036194920539856}, {'label': 'realization', 'score': 0.07770419120788574}, {'label': 'embarrassment', 'score': 0.06687362492084503}, {'label': 'neutral', 'score': 0.065512515604496}, {'label': 'disappointment', 'score': 0.059595465660095215}]"
Lupe Fiasco|||Words I Never Said|||3|||1,Lupe Fiasco,Words I Never Said,"I really think the War on Terror is a bunch of bullshit
Just a poor excuse for you to use up all your bullets
How much money does it take to really make a full clip?
9/11, building 7, did they really pull it?
Uh, and a bunch of other coverups
Your child's future was the first to go with budget cuts
If you think that hurts, then wait, here comes the uppercut
The school was garbage in the first place, that's on the up and up
Keep you at the bottom but tease you with the upper crust
You get it, then they move it, so you never keeping up enough
If you turn on TV, all you see's a bunch of what-the-fucks
Dude is dating so and so, blabbering 'bout such and such
And that ain't Jersey Shore, homie, that's the news
And these the same people supposedly telling us the truth
Limbaugh is a racist, Glenn Beck is a racist
Gaza Strip was getting bombed, Obama didn't say shit
That's why I ain't vote for him, next one either
I'm a part of the problem, my problem is I'm peaceful
And I believe in the people, yeah",Lupe Fiasco|||Words I Never Said|||3,1,annoyance,disapproval,anger,"[{'label': 'annoyance', 'score': 0.449855774641037}, {'label': 'neutral', 'score': 0.36804625391960144}, {'label': 'disapproval', 'score': 0.15219078958034515}, {'label': 'anger', 'score': 0.07399040460586548}, {'label': 'approval', 'score': 0.05845005437731743}, {'label': 'disappointment', 'score': 0.02852841094136238}]"
Lupe Fiasco|||Words I Never Said|||3|||2,Lupe Fiasco,Words I Never Said,"It's so loud inside my head
With words that I should have said
As I drown in my regrets
I can't take back the words I never said",Lupe Fiasco|||Words I Never Said|||3,2,remorse,sadness,realization,"[{'label': 'remorse', 'score': 0.5079997181892395}, {'label': 'sadness', 'score': 0.25175100564956665}, {'label': 'realization', 'score': 0.07750187069177628}, {'label': 'embarrassment', 'score': 0.06860430538654327}, {'label': 'disappointment', 'score': 0.06265813112258911}, {'label': 'neutral', 'score': 0.05330590158700943}]"
Lupe Fiasco|||Words I Never Said|||3|||3,Lupe Fiasco,Words I Never Said,"Now we can say it ain't our fault if we never heard it
But if we know better, then we probably deserve it
Jihad is not holy war, where's that in the worship?
Murdering is not Islam, and you are not observant
And you are not a Muslim
Israel don't take my side 'cause look how far you've pushed them
Walk with me into the ghetto, this where all the kush went
Complain about the liquor store, but what you drinking liquor for?
Complain about the gloom, but when'd you pick a broom up?
Just listening to Pac ain't gon' make it stop
A rebel in your thoughts ain't gon' make it halt
If you don't become a actor, you'll never be a factor
Pills with million side effects, take 'em when the pain's felt
Wash 'em down with diet soda, killing off your brain cells
Crooked banks around the world would gladly give a loan today
So if you ever miss a payment, they can take your home away",Lupe Fiasco|||Words I Never Said|||3,3,disapproval,annoyance,approval,"[{'label': 'neutral', 'score': 0.7740887403488159}, {'label': 'disapproval', 'score': 0.16480420529842377}, {'label': 'annoyance', 'score': 0.10751047730445862}, {'label': 'approval', 'score': 0.026992427185177803}, {'label': 'anger', 'score': 0.016283823177218437}, {'label': 'confusion', 'score': 0.013635699637234211}]"
Lupe Fiasco|||Words I Never Said|||3|||4,Lupe Fiasco,Words I Never Said,"It's so loud inside my head
With words that I should have said
As I drown in my regrets
I can't take back the words I never said, never said
I can't take back the words I never said",Lupe Fiasco|||Words I Never Said|||3,4,remorse,sadness,realization,"[{'label': 'remorse', 'score': 0.4964890778064728}, {'label': 'sadness', 'score': 0.22919508814811707}, {'label': 'realization', 'score': 0.08005768060684204}, {'label': 'embarrassment', 'score': 0.07247921824455261}, {'label': 'neutral', 'score': 0.06695358455181122}, {'label': 'disappointment', 'score': 0.05956520512700081}]"
Lupe Fiasco|||Words I Never Said|||3|||5,Lupe Fiasco,Words I Never Said,"I think that all the silence is worse than all the violence
Fear is such a weak emotion, that's why I despise it
We scared of almost everything, afraid to even tell the truth
So scared of what you think of me, I'm scared of even telling you
Sometimes I'm like the only person I feel safe to tell it to
I'm locked inside a cell in me, I know that there's a jail in you
Consider this your bailing out, so take a breath, inhale a few
My screams is finally getting free, my thoughts is finally yelling through
<\Lyric>```",Lupe Fiasco|||Words I Never Said|||3,5,fear,nervousness,sadness,"[{'label': 'fear', 'score': 0.872800886631012}, {'label': 'nervousness', 'score': 0.06536712497472763}, {'label': 'neutral', 'score': 0.06333719938993454}, {'label': 'sadness', 'score': 0.026128703728318214}, {'label': 'disgust', 'score': 0.025961773470044136}, {'label': 'annoyance', 'score': 0.025572776794433594}]"
Lupe Fiasco|||The Show Goes On|||4|||0,Lupe Fiasco,The Show Goes On,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> The Show Goes On <\Song title>
<Lyric> 
LA-SER
Yeah, yeah
Kane is in the building, nigga
Yeah",Lupe Fiasco|||The Show Goes On|||4,0,approval,realization,admiration,"[{'label': 'neutral', 'score': 0.8620538711547852}, {'label': 'approval', 'score': 0.13357895612716675}, {'label': 'realization', 'score': 0.012924346141517162}, {'label': 'admiration', 'score': 0.004774792119860649}, {'label': 'excitement', 'score': 0.0035308494698256254}, {'label': 'annoyance', 'score': 0.0033117046114057302}]"
Lupe Fiasco|||The Show Goes On|||4|||1,Lupe Fiasco,The Show Goes On,"Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on",Lupe Fiasco|||The Show Goes On|||4,1,excitement,surprise,curiosity,"[{'label': 'neutral', 'score': 0.5325952768325806}, {'label': 'excitement', 'score': 0.12911751866340637}, {'label': 'surprise', 'score': 0.060624077916145325}, {'label': 'curiosity', 'score': 0.04229378700256348}, {'label': 'joy', 'score': 0.033535100519657135}, {'label': 'approval', 'score': 0.02694070339202881}]"
Lupe Fiasco|||The Show Goes On|||4|||2,Lupe Fiasco,The Show Goes On,"Have you ever had the feelin' that you was bein' had?
Don't that shit there make you mad? They treat you like a slave
Put chains all on your soul and put whips up on your back
They be lyin' through they teeth, hope you slip up off your path
I don't switch up, I just laugh (Ha ha) put my kicks up on they desk
Unaffected by they threats, then get busy on they ass
See that's how that Chi-Town made me
That's how my daddy raised me
That glitterin' may not be gold, don't let nobody play me
If you are my homeboy, you never have to pay me
Gon' and put your hands up, when times is hard, you stand up
L-U-P the man, 'cause the brand that the fans trust
So even if they ban us, they'll never slow my plans up",Lupe Fiasco|||The Show Goes On|||4,2,amusement,joy,optimism,"[{'label': 'amusement', 'score': 0.5446776747703552}, {'label': 'neutral', 'score': 0.33882540464401245}, {'label': 'joy', 'score': 0.05227890983223915}, {'label': 'optimism', 'score': 0.03906303644180298}, {'label': 'curiosity', 'score': 0.03468368574976921}, {'label': 'annoyance', 'score': 0.0308472141623497}]"
Lupe Fiasco|||The Show Goes On|||4|||3,Lupe Fiasco,The Show Goes On,"One in the air for the people ain't here
Two in the air for the father that's there
Three in the air for the kids in the ghetto
Four for the kids that don't wanna be there
None for the niggas tryna hold them back
Five in the air for the teachers not scared
To tell those kids that's livin' in the ghetto
That the niggas holdin' back that the world is theirs
Yeah, yeah, the world is yours, I was once that little boy
Terrified of the world, now I'm on a world tour
I would give up everything, even start a world war
For these ghetto girls and boys I'm rappin' round the world for
Africa to New York, Haiti then I detour
Oakland out to Auckland, Gaza Strip to Detroit
Say hip-hop only destroy, tell 'em look at me, boy
I hope your son don't have a gun and never be a d-boy",Lupe Fiasco|||The Show Goes On|||4,3,fear,optimism,desire,"[{'label': 'neutral', 'score': 0.5099305510520935}, {'label': 'fear', 'score': 0.27652207016944885}, {'label': 'optimism', 'score': 0.06458023935556412}, {'label': 'desire', 'score': 0.02670406363904476}, {'label': 'nervousness', 'score': 0.019000794738531113}, {'label': 'sadness', 'score': 0.014540532603859901}]"
